"","ID","BIOCHEMICAL","CHEMICAL.ID","COMP.ID","PLATFORM","RI","MASS","CAS","KEGG","HMDB","PUBCHEM","CHEMSPIDER","PATHWAY.SORTORDER","SUPER.PATHWAY","SUB.PATHWAY"
"M.52713","M.52713","1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*",100009160,52713,"LC/MS Pos Late",2218,716.5589,NA,NA,"HMDB11207",NA,24767482,471,"Lipid","Plasmalogen"
"M.52673","M.52673","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*",100009002,52673,"LC/MS Pos Late",2270,724.5276,NA,NA,"HMDB11352",NA,24769238,472,"Lipid","Plasmalogen"
"M.52478","M.52478","1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*",100009007,52478,"LC/MS Pos Late",2443,744.5902,NA,NA,NA,NA,NA,473,"Lipid","Plasmalogen"
"M.52614","M.52614","1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)",100008919,52614,"LC/MS Pos Late",2950,730.5745,"144371-68-6",NA,"HMDB11375",NA,24769260,474,"Lipid","Plasmalogen"
"M.52748","M.52748","1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*",100009225,52748,"LC/MS Pos Late",2633,728.5589,NA,NA,"HMDB11376",NA,24769261,475,"Lipid","Plasmalogen"
"M.52689","M.52689","1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*",100009014,52689,"LC/MS Pos Late",2154,766.5745,NA,NA,"HMDB11220",NA,24767495,476,"Lipid","Plasmalogen"
"M.52682","M.52682","1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*",100009009,52682,"LC/MS Pos Late",2226,742.5745,NA,NA,"HMDB11211",NA,24767486,477,"Lipid","Plasmalogen"
"M.52475","M.52475","1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*",100008999,52475,"LC/MS Pos Late",2511,752.5589,NA,NA,"HMDB05779","9547058",7826008,478,"Lipid","Plasmalogen"
"M.52474","M.52474","1-(1-enyl-palmitoyl)-GPC (P-16:0)*",100002875,52474,"LC/MS Pos Late",1547,480.3449,NA,NA,"HMDB10407","10917802",9093054,479,"Lipid","Lysoplasmalogen"
"M.39271","M.39271","1-(1-enyl-stearoyl)-GPE (P-18:0)*",100003001,39271,"LC/MS Pos Late",1649,466.3292,NA,NA,NA,NA,NA,482,"Lipid","Lysoplasmalogen"
"M.54999","M.54999","1-(1-enyl-oleoyl)-2-linoleoyl-GPE (P-18:1/18:2)*",100009003,54999,"LC/MS Pos Late",2324,726.5432,NA,NA,NA,NA,NA,483,"Lipid","Lysoplasmalogen"
"M.43847","M.43847","glycerol 3-phosphate",100000258,43847,"LC/MS Pos Early",580,173.021,"29849-82-9","C00093","HMDB00126","754",734,485,"Lipid","Glycerolipid Metabolism"
"M.52431","M.52431","1-palmitoleoylglycerol (16:1)*",100008952,52431,"LC/MS Neg",6094,253.2173,NA,NA,"HMDB11565",NA,NA,488,"Lipid","Monoacylglycerol"
"M.48341","M.48341","1-dihomo-linolenylglycerol (20:3)",100006121,48341,"LC/MS Neg",6400,305.2486,NA,NA,NA,NA,NA,492,"Lipid","Monoacylglycerol"
"M.33419","M.33419","2-palmitoylglycerol (16:0)",100001048,33419,"LC/MS Neg",6400,255.2329,"23470-00-0",NA,"HMDB11533","123409",110006,495,"Lipid","Monoacylglycerol"
"M.52432","M.52432","2-palmitoleoylglycerol (16:1)*",100008953,52432,"LC/MS Neg",6016,253.2173,NA,NA,"HMDB11565",NA,NA,496,"Lipid","Monoacylglycerol"
"M.19266","M.19266","2-arachidonoylglycerol (20:4)",100000584,19266,"LC/MS Neg",6170,303.2329,"53847-30-6","C13856","HMDB04666","5282280",4445451,499,"Lipid","Monoacylglycerol"
"M.54953","M.54953","diacylglycerol (14:0/18:1, 16:0/16:1) [1]*",100010934,54953,"LC/MS Pos Late",3057,584.5249,NA,NA,NA,NA,NA,500,"Lipid","Diacylglycerol"
"M.54954","M.54954","diacylglycerol (14:0/18:1, 16:0/16:1) [2]*",100010935,54954,"LC/MS Pos Late",3183,584.5249,NA,NA,NA,NA,NA,501,"Lipid","Diacylglycerol"
"M.54966","M.54966","diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",100010940,54966,"LC/MS Pos Late",2733,608.5249,NA,NA,NA,NA,NA,502,"Lipid","Diacylglycerol"
"M.54991","M.54991","palmitoyl-palmitoyl-glycerol (16:0/16:0) [1]*",100010947,54991,"LC/MS Pos Late",3568,586.5405,NA,NA,"HMDB07098",NA,NA,503,"Lipid","Diacylglycerol"
"M.54990","M.54990","palmitoyl-palmitoyl-glycerol (16:0/16:0) [2]*",100010948,54990,"LC/MS Pos Late",3734,586.5405,NA,NA,"HMDB07098",NA,NA,504,"Lipid","Diacylglycerol"
"M.54943","M.54943","palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*",100010916,54943,"LC/MS Pos Late",3562,612.5562,NA,"C13861","HMDB07102",NA,NA,505,"Lipid","Diacylglycerol"
"M.54942","M.54942","palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*",100010917,54942,"LC/MS Pos Late",3695,612.5562,NA,"C13861","HMDB07102",NA,NA,506,"Lipid","Diacylglycerol"
"M.52633","M.52633","palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*",100009052,52633,"LC/MS Pos Late",3080,610.5405,NA,NA,"HMDB07103","9543695",7822645,507,"Lipid","Diacylglycerol"
"M.52634","M.52634","palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*",100009055,52634,"LC/MS Pos Late",3197,610.5405,NA,NA,"HMDB07103",NA,NA,508,"Lipid","Diacylglycerol"
"M.54957","M.54957","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*",100010924,54957,"LC/MS Pos Late",2916,634.5405,NA,NA,"HMDB07112",NA,NA,509,"Lipid","Diacylglycerol"
"M.54958","M.54958","palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*",100010925,54958,"LC/MS Pos Late",3015,634.5405,NA,NA,"HMDB07112",NA,NA,510,"Lipid","Diacylglycerol"
"M.57406","M.57406","palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*",100015681,57406,"LC/MS Pos Late",2528,632.5249,NA,NA,NA,NA,NA,511,"Lipid","Diacylglycerol"
"M.54945","M.54945","oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*",100010918,54945,"LC/MS Pos Late",3571,638.5718,NA,NA,"HMDB07218",NA,NA,512,"Lipid","Diacylglycerol"
"M.54946","M.54946","oleoyl-oleoyl-glycerol (18:1/18:1) [2]*",100010919,54946,"LC/MS Pos Late",3695,638.5718,NA,NA,"HMDB07218",NA,NA,513,"Lipid","Diacylglycerol"
"M.46798","M.46798","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]",100002989,46798,"LC/MS Pos Late",3115,636.5562,"106292-55-1",NA,"HMDB07219",NA,23975985,514,"Lipid","Diacylglycerol"
"M.46799","M.46799","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]",100002990,46799,"LC/MS Pos Late",3223,636.5562,"104346-53-4",NA,"HMDB07219",NA,29788004,515,"Lipid","Diacylglycerol"
"M.54968","M.54968","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*",100010941,54968,"LC/MS Pos Late",2720,634.5405,NA,NA,"HMDB07248",NA,NA,516,"Lipid","Diacylglycerol"
"M.57450","M.57450","stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*",100010949,57450,"LC/MS Pos Late",3404,662.5718,NA,NA,NA,NA,NA,517,"Lipid","Diacylglycerol"
"M.57449","M.57449","stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]*",100010950,57449,"LC/MS Pos Late",3522,662.5718,NA,NA,NA,NA,NA,518,"Lipid","Diacylglycerol"
"M.54960","M.54960","oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*",100010936,54960,"LC/MS Pos Late",2907,660.5562,NA,NA,"HMDB07228",NA,NA,519,"Lipid","Diacylglycerol"
"M.54961","M.54961","oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*",100010937,54961,"LC/MS Pos Late",2990,660.5562,NA,NA,"HMDB07228",NA,NA,520,"Lipid","Diacylglycerol"
"M.54955","M.54955","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*",100010922,54955,"LC/MS Pos Late",2590,658.5405,NA,NA,"HMDB07257",NA,NA,521,"Lipid","Diacylglycerol"
"M.54956","M.54956","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*",100010923,54956,"LC/MS Pos Late",2650,658.5405,NA,NA,"HMDB07257",NA,NA,522,"Lipid","Diacylglycerol"
"M.54949","M.54949","linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*",100010928,54949,"LC/MS Pos Late",2450,682.5405,NA,NA,NA,NA,NA,523,"Lipid","Diacylglycerol"
"M.54950","M.54950","linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*",100010929,54950,"LC/MS Pos Late",2500,682.5405,NA,NA,"HMDB07266",NA,NA,524,"Lipid","Diacylglycerol"
"M.52605","M.52605","sphinganine-1-phosphate",100001876,52605,"LC/MS Pos Late",1431,382.2717,"19794-97-9",NA,"HMDB01383","520",505,526,"Lipid","Sphingolipid Metabolism"
"M.57365","M.57365","myristoyl dihydrosphingomyelin (d18:0/14:0)*",100009038,57365,"LC/MS Pos Late",2060,677.5592,NA,NA,"HMDB12085",NA,24846886,527,"Lipid","Sphingolipid Metabolism"
"M.52434","M.52434","palmitoyl dihydrosphingomyelin (d18:0/16:0)*",100008954,52434,"LC/MS Pos Late",2290,705.5905,NA,NA,NA,"9939965",8115586,528,"Lipid","Sphingolipid Metabolism"
"M.57331","M.57331","behenoyl dihydrosphingomyelin (d18:0/22:0)*",100009026,57331,"LC/MS Pos Late",3150,789.6844,NA,NA,"HMDB12091",NA,24846880,529,"Lipid","Sphingolipid Metabolism"
"M.48492","M.48492","behenoyl sphingomyelin (d18:1/22:0)*",100006294,48492,"LC/MS Pos Late",3083,787.6688,NA,NA,"HMDB12103",NA,24846873,532,"Lipid","Sphingolipid Metabolism"
"M.52436","M.52436","tricosanoyl sphingomyelin (d18:1/23:0)*",100008955,52436,"LC/MS Pos Late",3200,801.6844,NA,NA,"HMDB12105",NA,NA,533,"Lipid","Sphingolipid Metabolism"
"M.57330","M.57330","lignoceroyl sphingomyelin (d18:1/24:0)",100006298,57330,"LC/MS Pos Late",3437,815.7001,"60037-60-7",NA,NA,NA,24846875,534,"Lipid","Sphingolipid Metabolism"
"M.42463","M.42463","sphingomyelin (d18:1/14:0, d16:1/16:0)*",100004328,42463,"LC/MS Pos Late",1998,675.5436,NA,NA,"HMDB12097","11433862",9608732,535,"Lipid","Sphingolipid Metabolism"
"M.47154","M.47154","sphingomyelin (d18:2/14:0, d18:1/14:1)*",100005985,47154,"LC/MS Pos Late",1860,673.5279,NA,NA,NA,NA,NA,536,"Lipid","Sphingolipid Metabolism"
"M.52433","M.52433","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",100006314,52433,"LC/MS Pos Late",2082,689.5592,"121999-58-4",NA,NA,NA,28532779,537,"Lipid","Sphingolipid Metabolism"
"M.42459","M.42459","sphingomyelin (d18:2/16:0, d18:1/16:1)*",100004329,42459,"LC/MS Pos Late",2002,701.5592,NA,NA,NA,NA,NA,538,"Lipid","Sphingolipid Metabolism"
"M.52615","M.52615","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",100008920,52615,"LC/MS Pos Late",2312,717.5905,"121999-64-2",NA,NA,NA,NA,539,"Lipid","Sphingolipid Metabolism"
"M.37529","M.37529","sphingomyelin (d18:1/18:1, d18:2/18:0)",100002106,37529,"LC/MS Pos Late",2167,729.5905,"108392-10-5",NA,"HMDB12101","6443882",4947837,540,"Lipid","Sphingolipid Metabolism"
"M.48490","M.48490","sphingomyelin (d18:1/20:0, d16:1/22:0)*",100006290,48490,"LC/MS Pos Late",2685,759.6375,NA,NA,"HMDB12102",NA,23113477,541,"Lipid","Sphingolipid Metabolism"
"M.48491","M.48491","sphingomyelin (d18:1/20:1, d18:2/20:0)*",100006292,48491,"LC/MS Pos Late",2383,757.6218,"222403-67-0",NA,NA,NA,NA,542,"Lipid","Sphingolipid Metabolism"
"M.52495","M.52495","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",100009025,52495,"LC/MS Pos Late",2793,773.6531,NA,NA,NA,NA,NA,543,"Lipid","Sphingolipid Metabolism"
"M.48493","M.48493","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",100006295,48493,"LC/MS Pos Late",2666,785.6531,NA,NA,"HMDB12104",NA,29368329,544,"Lipid","Sphingolipid Metabolism"
"M.52435","M.52435","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",100008956,52435,"LC/MS Pos Late",2845,799.6687,NA,NA,NA,NA,NA,545,"Lipid","Sphingolipid Metabolism"
"M.47153","M.47153","sphingomyelin (d18:1/24:1, d18:2/24:0)*",100005986,47153,"LC/MS Pos Late",3033,813.6844,"94359-13-4",NA,"HMDB12107",NA,24846874,546,"Lipid","Sphingolipid Metabolism"
"M.52437","M.52437","sphingomyelin (d18:2/24:1, d18:1/24:2)*",100008957,52437,"LC/MS Pos Late",2635,811.6687,NA,NA,NA,NA,NA,547,"Lipid","Sphingolipid Metabolism"
"M.57482","M.57482","sphingomyelin (d18:2/23:1)*",100015791,57482,"LC/MS Pos Late",2315,797.6531,NA,NA,NA,NA,NA,550,"Lipid","Sphingolipid Metabolism"
"M.57480","M.57480","sphingomyelin (d18:2/21:0, d16:2/23:0)*",100015790,57480,"LC/MS Pos Late",2330,771.6375,NA,NA,NA,NA,NA,551,"Lipid","Sphingolipid Metabolism"
"M.57481","M.57481","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*",100006293,57481,"LC/MS Pos Late",2039,755.6062,NA,NA,NA,NA,NA,552,"Lipid","Sphingolipid Metabolism"
"M.57479","M.57479","sphingomyelin (d18:2/24:2)*",100015789,57479,"LC/MS Pos Late",2215,809.6531,NA,NA,NA,NA,NA,553,"Lipid","Sphingolipid Metabolism"
"M.57478","M.57478","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*",100015792,57478,"LC/MS Pos Late",3500,829.7157,NA,NA,NA,NA,24846885,554,"Lipid","Sphingolipid Metabolism"
"M.57477","M.57477","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*",100006296,57477,"LC/MS Pos Late",2209,783.6375,NA,NA,NA,NA,NA,555,"Lipid","Sphingolipid Metabolism"
"M.57476","M.57476","sphingomyelin (d18:0/20:0, d16:0/22:0)*",100015786,57476,"LC/MS Pos Late",2600,761.6531,NA,NA,NA,NA,NA,556,"Lipid","Sphingolipid Metabolism"
"M.57473","M.57473","sphingomyelin (d18:0/18:0, d19:0/17:0)*",100009027,57473,"LC/MS Pos Late",2362,733.6218,NA,NA,"HMDB12087",NA,24846878,557,"Lipid","Sphingolipid Metabolism"
"M.57483","M.57483","sphingomyelin (d17:2/16:0, d18:2/15:0)*",100015793,57483,"LC/MS Pos Late",1837,687.5436,NA,NA,NA,NA,NA,558,"Lipid","Sphingolipid Metabolism"
"M.57474","M.57474","sphingomyelin (d18:2/18:1)*",100015788,57474,"LC/MS Pos Late",1904,727.5749,NA,NA,NA,NA,NA,559,"Lipid","Sphingolipid Metabolism"
"M.57475","M.57475","sphingomyelin (d18:1/19:0, d19:1/18:0)*",100015787,57475,"LC/MS Pos Late",2330,745.6218,NA,NA,NA,NA,NA,560,"Lipid","Sphingolipid Metabolism"
"M.57426","M.57426","sphingadienine",100015643,57426,"LC/MS Pos Late",1350,298.2741,"25696-03-1",NA,NA,"6449795",4952479,561,"Lipid","Sphingolipid Metabolism"
"M.52604","M.52604","N-palmitoyl-sphinganine (d18:0/16:0)",100009028,52604,"LC/MS Pos Late",3090,540.535,"5966-29-0",NA,"HMDB11760","5283572",4446685,562,"Lipid","Dihydroceramides"
"M.44877","M.44877","N-palmitoyl-sphingosine (d18:1/16:0)",1518,44877,"LC/MS Pos Late",2893,538.5194,"24696-26-2",NA,"HMDB04949","5283564",4446677,563,"Lipid","Ceramides"
"M.54979","M.54979","N-stearoyl-sphingosine (d18:1/18:0)*",1547,54979,"LC/MS Pos Late",3392,566.5507,"104404-17-3",NA,"HMDB04950","5283565",4446678,564,"Lipid","Ceramides"
"M.57417","M.57417","N-stearoyl-sphingadienine (d18:2/18:0)*",100015632,57417,"LC/MS Pos Late",2846,564.535,NA,NA,NA,NA,NA,565,"Lipid","Ceramides"
"M.57437","M.57437","ceramide (d16:1/24:1, d18:1/22:1)*",100015727,57437,"LC/MS Pos Late",3850,620.5976,NA,NA,NA,NA,NA,566,"Lipid","Ceramides"
"M.57432","M.57432","ceramide (d18:1/14:0, d16:1/16:0)*",100015735,57432,"LC/MS Pos Late",2477,510.4881,NA,NA,NA,NA,NA,567,"Lipid","Ceramides"
"M.57440","M.57440","ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",100015755,57440,"LC/MS Pos Late",3920,594.582,NA,NA,NA,NA,NA,568,"Lipid","Ceramides"
"M.57443","M.57443","ceramide (d18:2/24:1, d18:1/24:2)*",100015744,57443,"LC/MS Pos Late",3858,646.6133,NA,NA,NA,NA,NA,569,"Lipid","Ceramides"
"M.57416","M.57416","N-palmitoyl-sphingadienine (d18:2/16:0)*",100015609,57416,"LC/MS Pos Late",2490,536.5037,NA,NA,NA,NA,NA,570,"Lipid","Ceramides"
"M.57372","M.57372","N-behenoyl-sphingadienine (d18:2/22:0)*",100015624,57372,"LC/MS Pos Late",3911,620.5976,NA,NA,NA,NA,NA,571,"Lipid","Ceramides"
"M.53013","M.53013","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)",100009272,53013,"LC/MS Pos Late",2623,700.5722,NA,NA,NA,NA,NA,572,"Lipid","Hexosylceramides (HCER)"
"M.52234","M.52234","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)",100001882,52234,"LC/MS Pos Late",3053,728.6035,NA,NA,NA,NA,NA,573,"Lipid","Hexosylceramides (HCER)"
"M.57595","M.57595","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",100015882,57595,"LC/MS Pos Late",3414,756.6348,NA,NA,NA,NA,NA,574,"Lipid","Hexosylceramides (HCER)"
"M.57444","M.57444","glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*",100015752,57444,"LC/MS Pos Late",3839,826.6767,NA,NA,NA,NA,NA,575,"Lipid","Hexosylceramides (HCER)"
"M.57453","M.57453","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",100015745,57453,"LC/MS Pos Late",3380,808.6661,NA,NA,NA,NA,NA,576,"Lipid","Hexosylceramides (HCER)"
"M.53010","M.53010","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)",100009030,53010,"LC/MS Pos Late",2527,862.625,"4201-62-1",NA,NA,NA,NA,577,"Lipid","Lactosylceramides (LCER)"
"M.57422","M.57422","lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*",100015623,57422,"LC/MS Pos Late",3842,946.7189,NA,NA,NA,NA,24846893,578,"Lipid","Lactosylceramides (LCER)"
"M.57370","M.57370","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*",100015620,57370,"LC/MS Pos Late",3778,972.7346,NA,NA,NA,NA,24846896,579,"Lipid","Lactosylceramides (LCER)"
"M.531","M.531","3-hydroxy-3-methylglutarate",112,531,"LC/MS Polar",2850,161.0456,"503-49-1","C03761","HMDB00355","1662",4573695,580,"Lipid","Mevalonate Metabolism"
"M.54805","M.54805","3beta-hydroxy-5-cholestenoate",100006370,54805,"LC/MS Neg",5398,415.3218,"6561-58-6","C17333",NA,"165511",NA,584,"Lipid","Sterol"
"M.38125","M.38125","4-cholesten-3-one",100002227,38125,"LC/MS Pos Late",2520,385.3465,"601-57-0","C00599","HMDB00921","91477",427,585,"Lipid","Sterol"
"M.33997","M.33997","campesterol",100001269,33997,"LC/MS Pos Late",2873,383.3672,"474-62-4","C01789","HMDB02869","173183",151215,587,"Lipid","Sterol"
"M.47890","M.47890","7-hydroxycholesterol (alpha or beta)",100005999,47890,"LC/MS Pos Late",1930,367.3359,NA,NA,"HMDB06119","107722",NA,588,"Lipid","Sterol"
"M.37482","M.37482","17alpha-hydroxypregnenolone 3-sulfate",100002128,37482,"LC/MS Neg",4800,411.1847,"28901-70-4",NA,"HMDB00416","152971",134824,590,"Lipid","Pregnenolone Steroids"
"M.47403","M.47403","17alpha-hydroxypregnanolone glucuronide",100005418,47403,"LC/MS Neg",5071.9,509.2756,NA,NA,NA,NA,NA,591,"Lipid","Pregnenolone Steroids"
"M.37196","M.37196","5alpha-pregnan-3beta,20beta-diol monosulfate (1)",100002009,37196,"LC/MS Neg",5180,399.2211,NA,NA,NA,NA,NA,595,"Lipid","Progestin Steroids"
"M.48394","M.48394","pregnanolone/allopregnanolone sulfate",100006173,48394,"LC/MS Neg",5160,397.2054,NA,NA,NA,NA,NA,600,"Lipid","Progestin Steroids"
"M.52983","M.52983","glycochenodeoxycholate glucuronide (1)",100009264,52983,"LC/MS Neg",4806,311.6658,NA,NA,NA,NA,NA,632,"Lipid","Primary Bile Acid Metabolism"
"M.48772","M.48772","cholic acid glucuronide",NA,48772,"LC/MS Neg",4539,583.3134,NA,NA,NA,NA,NA,633,"Lipid","Primary Bile Acid Metabolism"
"M.52974","M.52974","glycochenodeoxycholate sulfate",100006641,52974,"LC/MS Neg",4820,263.6282,NA,NA,NA,NA,NA,634,"Lipid","Primary Bile Acid Metabolism"
"M.52977","M.52977","glycocholate glucuronide (1)",100009259,52977,"LC/MS Neg",4533,640.3339,NA,NA,NA,NA,NA,635,"Lipid","Primary Bile Acid Metabolism"
"M.31912","M.31912","glycolithocholate",100001064,31912,"LC/MS Neg",5357.1,432.3119,"474-74-8","C15557","HMDB00698","115245",103116,640,"Lipid","Secondary Bile Acid Metabolism"
"M.57577","M.57577","isoursodeoxycholate",100002488,57577,"LC/MS Neg",4809,391.2854,"78919-26-3","C17662","HMDB00686","127601",113205,644,"Lipid","Secondary Bile Acid Metabolism"
"M.57741","M.57741","glycocholenate sulfate*",100001989,57741,"LC/MS Neg",4750,510.2531,NA,NA,NA,NA,NA,649,"Lipid","Secondary Bile Acid Metabolism"
"M.52975","M.52975","glycodeoxycholate sulfate",100006642,52975,"LC/MS Neg",4875,263.6282,NA,NA,NA,NA,NA,652,"Lipid","Secondary Bile Acid Metabolism"
"M.48351","M.48351","N1-methylinosine",100001409,48351,"LC/MS Pos Early",1430,283.1037,"20245-33-4",NA,"HMDB02721","65095",513976,657,"Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing"
"M.48130","M.48130","N6-succinyladenosine",100001664,48130,"LC/MS Pos Early",1930,384.115,"4542-23-8",NA,"HMDB00912","165243",NA,664,"Nucleotide","Purine Metabolism, Adenine containing"
"M.1594","M.1594","N-carbamoylaspartate",1108,1594,"LC/MS Polar",3800,175.036,"923-37-5","C00438","HMDB00828","93072",4573859,669,"Nucleotide","Pyrimidine Metabolism, Orotate containing"
"M.601","M.601","dihydroorotate",923,601,"LC/MS Polar",1910,157.0255,"155-54-4","C00337","HMDB03349","648",628,670,"Nucleotide","Pyrimidine Metabolism, Orotate containing"
"M.1505","M.1505","orotate",445,1505,"LC/MS Polar",1638.1,155.0098,"50887-69-9","C00295","HMDB00226","967",942,671,"Nucleotide","Pyrimidine Metabolism, Orotate containing"
"M.35172","M.35172","orotidine",100001416,35172,"LC/MS Polar",2250,287.0521,"314-50-1",NA,"HMDB00788","92751",83729,672,"Nucleotide","Pyrimidine Metabolism, Orotate containing"
"M.57655","M.57655","2'-O-methyluridine",100010896,57655,"LC/MS Neg",1831,257.0779,"2140-76-3",NA,NA,"102212",92343,677,"Nucleotide","Pyrimidine Metabolism, Uracil containing"
"M.1566","M.1566","3-aminoisobutyrate",1114,1566,"LC/MS Pos Early",2190,104.0706,"10569-72-9;214139-20-5","C05145","HMDB03911","64956",58481,686,"Nucleotide","Pyrimidine Metabolism, Thymine containing"
"M.1899","M.1899","quinolinate",182,1899,"LC/MS Polar",3000,166.0146,"89-00-9","C03722","HMDB00232","1066",1037,687,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism"
"M.1504","M.1504","nicotinate",567,1504,"LC/MS Pos Early",1673,124.0393,"59-67-6","C00253","HMDB01488","938",913,688,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism"
"M.35121","M.35121","nicotinurate",100001455,35121,"LC/MS Pos Early",2040,181.0608,"583-08-4","C05380","HMDB03269","68499",61774,692,"Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism"
"M.20694","M.20694","oxalate (ethanedioate)",100000841,20694,"LC/MS Neg",603,88.988,"144-62-7","C00209","HMDB02329","971",946,696,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism"
"M.46957","M.46957","gulonate*",100001586,46957,"LC/MS Polar",2750,195.051,"20246-53-1","C00257","HMDB03290","9794176",7969943,697,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism"
"M.33418","M.33418","delta-tocopherol",100001216,33418,"LC/MS Pos Late",2259,402.3492,"119-13-1","C14151","HMDB02902","92094",83144,699,"Cofactors and Vitamins","Tocopherol Metabolism"
"M.39346","M.39346","alpha-CEHC glucuronide*",100003101,39346,"LC/MS Neg",2616,453.1766,"477200-36-5",NA,NA,NA,NA,702,"Cofactors and Vitamins","Tocopherol Metabolism"
"M.47666","M.47666","alpha-CEHC sulfate",100005972,47666,"LC/MS Neg",3090,357.1013,NA,NA,NA,NA,NA,703,"Cofactors and Vitamins","Tocopherol Metabolism"
"M.52473","M.52473","gamma-tocopherol/beta-tocopherol",100008998,52473,"LC/MS Pos Late",2384,416.3643,NA,NA,NA,NA,NA,704,"Cofactors and Vitamins","Tocopherol Metabolism"
"M.40084","M.40084","D-urobilin",100002569,40084,"LC/MS Pos Late",935,589.3021,"3947-38-4","C05795","HMDB04161","6276321",NA,709,"Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism"
"M.1806","M.1806","retinol (Vitamin A)",498,1806,"LC/MS Pos Late",1636,269.2264,"68-26-8","C00473","HMDB00305","445354",393012,711,"Cofactors and Vitamins","Vitamin A Metabolism"
"M.57635","M.57635","carotene diol (1)",100015966,57635,"LC/MS Pos Late",1720,568.4276,NA,NA,NA,NA,NA,712,"Cofactors and Vitamins","Vitamin A Metabolism"
"M.57636","M.57636","carotene diol (2)",100015967,57636,"LC/MS Pos Late",1904,568.4279,NA,NA,NA,NA,NA,713,"Cofactors and Vitamins","Vitamin A Metabolism"
"M.57637","M.57637","carotene diol (3)",100015968,57637,"LC/MS Pos Late",1948,568.4279,NA,NA,NA,NA,NA,714,"Cofactors and Vitamins","Vitamin A Metabolism"
